3.01162 720.567
2.84325 704.384
2.67388 678.038
2.50429 645.462
2.33462 611.07
2.16491 578.957
1.99517 552.383
1.82543 533.577
1.65567 523.85
1.48592 523.85
1.31617 533.577
1.14642 552.383
0.976687 578.957
0.806974 611.07
0.637301 645.462
0.467711 678.038
0.298346 704.384
0.129975 720.567

3.01162 515.697
2.84325 505.524
2.67388 488.99
2.50429 468.549
2.33462 446.972
2.16491 426.808
1.99517 410.091
1.82543 398.338
1.65567 392.238
1.48592 392.238
1.31617 398.338
1.14642 410.091
0.976687 426.808
0.806974 446.972
0.637301 468.549
0.467711 488.99
0.298346 505.524
0.129975 515.697

3.01162 367.63
2.84325 361.311
2.67388 351.149
2.50429 338.556
2.33462 325.333
2.16491 312.897
1.99517 302.602
1.82543 295.319
1.65567 291.554
1.48592 291.554
1.31617 295.319
1.14642 302.602
0.976687 312.897
0.806974 325.333
0.637301 338.556
0.467711 351.149
0.298346 361.311
0.129975 367.63

3.01162 258.583
2.84325 254.841
2.67388 248.787
2.50429 241.322
2.33462 233.418
2.16491 226.006
1.99517 219.853
1.82543 215.497
1.65567 213.246
1.48592 213.246
1.31617 215.497
1.14642 219.853
0.976687 226.006
0.806974 233.418
0.637301 241.322
0.467711 248.787
0.298346 254.841
0.129975 258.583

3.01162 177.982
2.84325 175.872
2.67388 172.484
2.50429 168.316
2.33462 163.899
2.16491 159.758
1.99517 156.299
1.82543 153.844
1.65567 152.573
1.48592 152.573
1.31617 153.844
1.14642 156.299
0.976687 159.758
0.806974 163.899
0.637301 168.316
0.467711 172.484
0.298346 175.872
0.129975 177.982

3.01162 118.878
2.84325 117.805
2.67388 116.111
2.50429 114.049
2.33462 111.871
2.16491 109.813
1.99517 108.085
1.82543 106.85
1.65567 106.209
1.48592 106.209
1.31617 106.85
1.14642 108.085
0.976687 109.813
0.806974 111.871
0.637301 114.049
0.467711 116.111
0.298346 117.805
0.129975 118.878

3.01162 76.1473
2.84325 75.7166
2.67388 75.0702
2.50429 74.3171
2.33462 73.5396
2.16491 72.803
1.99517 72.1722
1.82543 71.7122
1.65567 71.4708
1.48592 71.4708
1.31617 71.7122
1.14642 72.1722
0.976687 72.803
0.806974 73.5396
0.637301 74.3171
0.467711 75.0702
0.298346 75.7166
0.129975 76.1473

3.01162 45.827
2.84325 45.7849
2.67388 45.7698
2.50429 45.8049
2.33462 45.8752
2.16491 45.9449
1.99517 45.9888
1.82543 46.0071
1.65567 46.0125
1.48592 46.0125
1.31617 46.0071
1.14642 45.9888
0.976687 45.9449
0.806974 45.8752
0.637301 45.8049
0.467711 45.7698
0.298346 45.7849
0.129975 45.827

3.01162 24.8043
2.84325 24.989
2.67388 25.3367
2.50429 25.8209
2.33462 26.3742
2.16491 26.907
1.99517 27.3432
1.82543 27.6424
1.65567 27.7934
1.48592 27.7934
1.31617 27.6424
1.14642 27.3432
0.976687 26.907
0.806974 26.3742
0.637301 25.8209
0.467711 25.3367
0.298346 24.989
0.129975 24.8043

3.01162 10.6365
2.84325 10.9436
2.67388 11.4816
2.50429 12.1967
2.33462 12.9957
2.16491 13.7661
1.99517 14.4075
1.82543 14.8567
1.65567 15.0866
1.48592 15.0866
1.31617 14.8567
1.14642 14.4075
0.976687 13.7661
0.806974 12.9957
0.637301 12.1967
0.467711 11.4816
0.298346 10.9436
0.129975 10.6365

3.01162 1.42994
2.84325 1.7919
2.67388 2.41076
2.50429 3.21831
2.33462 4.11244
2.16491 4.97533
1.99517 5.70016
1.82543 6.21355
1.65567 6.47825
1.48592 6.47825
1.31617 6.21355
1.14642 5.70016
0.976687 4.97533
0.806974 4.11244
0.637301 3.21831
0.467711 2.41076
0.298346 1.7919
0.129975 1.42994

3.01162 -4.2597
2.84325 -3.88548
2.67388 -3.2539
2.50429 -2.43896
2.33462 -1.54141
2.16491 -0.676656
1.99517 0.0553579
1.82543 0.582371
1.65567 0.853321
1.48592 0.853321
1.31617 0.582371
1.14642 0.0553579
0.976687 -0.676656
0.806974 -1.54141
0.637301 -2.43896
0.467711 -3.2539
0.298346 -3.88548
0.129975 -4.2597

3.01162 -7.51307
2.84325 -7.15232
2.67388 -6.54862
2.50429 -5.77597
2.33462 -4.9302
2.16491 -4.10898
1.99517 -3.41757
1.82543 -2.92095
1.65567 -2.66196
1.48592 -2.66196
1.31617 -2.92095
1.14642 -3.41757
0.976687 -4.10898
0.806974 -4.9302
0.637301 -5.77597
0.467711 -6.54862
0.298346 -7.15232
0.129975 -7.51307

3.01162 -9.12253
2.84325 -8.79
2.67388 -8.23648
2.50429 -7.53268
2.33462 -6.76037
2.16491 -6.02259
1.99517 -5.39612
1.82543 -4.94465
1.65567 -4.70852
1.48592 -4.70852
1.31617 -4.94465
1.14642 -5.39612
0.976687 -6.02259
0.806974 -6.76037
0.637301 -7.53268
0.467711 -8.23648
0.298346 -8.79
0.129975 -9.12253

3.01162 -9.65316
2.84325 -9.35553
2.67388 -8.86258
2.50429 -8.23926
2.33462 -7.56361
2.16491 -6.91509
1.99517 -6.36448
1.82543 -5.96697
1.65567 -5.75845
1.48592 -5.75845
1.31617 -5.96697
1.14642 -6.36448
0.976687 -6.91509
0.806974 -7.56361
0.637301 -8.23926
0.467711 -8.86258
0.298346 -9.35553
0.129975 -9.65316

3.01162 -9.518
2.84325 -9.25762
2.67388 -8.82811
2.50429 -8.28763
2.33462 -7.70428
2.16491 -7.14591
1.99517 -6.67257
1.82543 -6.33074
1.65567 -6.15103
1.48592 -6.15103
1.31617 -6.33074
1.14642 -6.67257
0.976687 -7.14591
0.806974 -7.70428
0.637301 -8.28763
0.467711 -8.82811
0.298346 -9.25762
0.129975 -9.518

3.01162 -8.98894
2.84325 -8.76512
2.67388 -8.39733
2.50429 -7.93591
2.33462 -7.44006
2.16491 -6.96689
1.99517 -6.56598
1.82543 -6.27655
1.65567 -6.12436
1.48592 -6.12436
1.31617 -6.27655
1.14642 -6.56598
0.976687 -6.96689
0.806974 -7.44006
0.637301 -7.93591
0.467711 -8.39733
0.298346 -8.76512
0.129975 -8.98894

3.01162 -8.25307
2.84325 -8.06346
2.67388 -7.75263
2.50429 -7.3639
2.33462 -6.94697
2.16491 -6.54977
1.99517 -6.21378
1.82543 -5.97119
1.65567 -5.84384
1.48592 -5.84384
1.31617 -5.97119
1.14642 -6.21378
0.976687 -6.54977
0.806974 -6.94697
0.637301 -7.3639
0.467711 -7.75263
0.298346 -8.06346
0.129975 -8.25307

3.01162 -7.43267
2.84325 -7.27386
2.67388 -7.01363
2.50429 -6.68877
2.33462 -6.34083
2.16491 -6.00974
1.99517 -5.73001
1.82543 -5.528
1.65567 -5.42192
1.48592 -5.42192
1.31617 -5.528
1.14642 -5.73001
0.976687 -6.00974
0.806974 -6.34083
0.637301 -6.68877
0.467711 -7.01363
0.298346 -7.27386
0.129975 -7.43267

3.01162 -6.60413
2.84325 -6.47208
2.67388 -6.25575
2.50429 -5.98576
2.33462 -5.69668
2.16491 -5.42172
1.99517 -5.18934
1.82543 -5.02172
1.65567 -4.93367
1.48592 -4.93367
1.31617 -5.02172
1.14642 -5.18934
0.976687 -5.42172
0.806974 -5.69668
0.637301 -5.98576
0.467711 -6.25575
0.298346 -6.47208
0.129975 -6.60413

3.01162 -5.81265
2.84325 -5.70333
2.67388 -5.52417
2.50429 -5.30042
2.33462 -5.0607
2.16491 -4.83268
1.99517 -4.63989
1.82543 -4.50077
1.65567 -4.42772
1.48592 -4.42772
1.31617 -4.50077
1.14642 -4.63989
0.976687 -4.83268
0.806974 -5.0607
0.637301 -5.30042
0.467711 -5.52417
0.298346 -5.70333
0.129975 -5.81265

3.01162 -5.08237
2.84325 -4.99206
2.67388 -4.84387
2.50429 -4.65855
2.33462 -4.45985
2.16491 -4.27056
1.99517 -4.11049
1.82543 -3.99497
1.65567 -3.93431
1.48592 -3.93431
1.31617 -3.99497
1.14642 -4.11049
0.976687 -4.27056
0.806974 -4.45985
0.637301 -4.65855
0.467711 -4.84387
0.298346 -4.99206
0.129975 -5.08237

3.01162 -4.4239
2.84325 -4.34929
2.67388 -4.22667
2.50429 -4.07308
2.33462 -3.90807
2.16491 -3.75076
1.99517 -3.61766
1.82543 -3.52149
1.65567 -3.471
1.48592 -3.471
1.31617 -3.52149
1.14642 -3.61766
0.976687 -3.75076
0.806974 -3.90807
0.637301 -4.07308
0.467711 -4.22667
0.298346 -4.34929
0.129975 -4.4239

3.01162 -3.83963
2.84325 -3.77783
2.67388 -3.67617
2.50429 -3.54862
2.33462 -3.41137
2.16491 -3.28032
1.99517 -3.16933
1.82543 -3.08909
1.65567 -3.04694
1.48592 -3.04694
1.31617 -3.08909
1.14642 -3.16933
0.976687 -3.28032
0.806974 -3.41137
0.637301 -3.54862
0.467711 -3.67617
0.298346 -3.77783
0.129975 -3.83963

3.01162 -3.32691
2.84325 -3.27563
2.67388 -3.19113
2.50429 -3.08492
2.33462 -2.97045
2.16491 -2.86099
1.99517 -2.76812
1.82543 -2.70094
1.65567 -2.66554
1.48592 -2.66554
1.31617 -2.70094
1.14642 -2.76812
0.976687 -2.86099
0.806974 -2.97045
0.637301 -3.08492
0.467711 -3.19113
0.298346 -3.27563
0.129975 -3.32691

3.01162 -2.88067
2.84325 -2.83793
2.67388 -2.76745
2.50429 -2.67873
2.33462 -2.58295
2.16491 -2.49119
1.99517 -2.41322
1.82543 -2.35676
1.65567 -2.32696
1.48592 -2.32696
1.31617 -2.35676
1.14642 -2.41322
0.976687 -2.49119
0.806974 -2.58295
0.637301 -2.67873
0.467711 -2.76745
0.298346 -2.83793
0.129975 -2.88067

3.01162 -2.49432
2.84325 -2.45781
2.67388 -2.39964
2.50429 -2.32526
2.33462 -2.24481
2.16491 -2.1676
1.99517 -2.10188
1.82543 -2.05421
1.65567 -2.02895
1.48592 -2.02895
1.31617 -2.05421
1.14642 -2.10188
0.976687 -2.1676
0.806974 -2.24481
0.637301 -2.32526
0.467711 -2.39964
0.298346 -2.45781
0.129975 -2.49432

3.01162 -2.16122
2.84325 -2.13127
2.67388 -2.08169
2.50429 -2.01908
2.33462 -1.95122
2.16491 -1.88569
1.99517 -1.83025
1.82543 -1.78992
1.65567 -1.76847
1.48592 -1.76847
1.31617 -1.78992
1.14642 -1.83025
0.976687 -1.88569
0.806974 -1.95122
0.637301 -2.01908
0.467711 -2.08169
0.298346 -2.13127
0.129975 -2.16122

3.01162 -1.87466
2.84325 -1.84942
2.67388 -1.80756
2.50429 -1.75461
2.33462 -1.69712
2.16491 -1.64172
1.99517 -1.59441
1.82543 -1.56
1.65567 -1.54172
1.48592 -1.54172
1.31617 -1.56
1.14642 -1.59441
0.976687 -1.64172
0.806974 -1.69712
0.637301 -1.75461
0.467711 -1.80756
0.298346 -1.84942
0.129975 -1.87466

3.01162 -1.6285
2.84325 -1.60705
2.67388 -1.57155
2.50429 -1.52656
2.33462 -1.47763
2.16491 -1.43038
1.99517 -1.38996
1.82543 -1.36032
1.65567 -1.34484
1.48592 -1.34484
1.31617 -1.36032
1.14642 -1.38996
0.976687 -1.43038
0.806974 -1.47763
0.637301 -1.52656
0.467711 -1.57155
0.298346 -1.60705
0.129975 -1.6285

3.01162 -1.41691
2.84325 -1.39871
2.67388 -1.36845
2.50429 -1.33005
2.33462 -1.28819
2.16491 -1.24771
1.99517 -1.213
1.82543 -1.1877
1.65567 -1.17428
1.48592 -1.17428
1.31617 -1.1877
1.14642 -1.213
0.976687 -1.24771
0.806974 -1.28819
0.637301 -1.33005
0.467711 -1.36845
0.298346 -1.39871
0.129975 -1.41691

3.01162 -1.23518
2.84325 -1.21955
2.67388 -1.19362
2.50429 -1.16067
2.33462 -1.1247
2.16491 -1.08985
1.99517 -1.0599
1.82543 -1.03805
1.65567 -1.02649
1.48592 -1.02649
1.31617 -1.03805
1.14642 -1.0599
0.976687 -1.08985
0.806974 -1.1247
0.637301 -1.16067
0.467711 -1.19362
0.298346 -1.21955
0.129975 -1.23518

3.01162 -1.07876
2.84325 -1.06533
